,Name,Main Tag,Tags,Rating,Num Reviews,Address,Zip Code,Neighborhood
2464,Mr Saigon,Restaurant,Restaurant,4.6,54.0,"Mr Saigon, 161 S Washington St, Seattle, WA 98104",98104,Chinatown
2470,Flying Bike Cooperative Brewery,Brewery,"Brewery, Bar",4.8,263.0,"Flying Bike Cooperative Brewery, 8570 Greenwood Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
2472,Fat's Chicken and Waffles,Southern restaurant (US),"Southern restaurant (US), Breakfast restaurant, Restaurant",4.6,1595.0,"Fat's Chicken and Waffles, 2726 E Cherry St, Seattle, WA 98122",98122,Capitol Hill
2473,Sichuanese Cuisine,Sichuan restaurant,"Sichuan restaurant, Restaurant",4.4,746.0,"Sichuanese Cuisine, 1048 S Jackson St, Seattle, WA 98104",98104,Chinatown
2477,Pearls Tea & Coffee,Coffee shop,"Coffee shop, Tea house",4.1,231.0,"Pearls Tea & Coffee, 4800 Delridge Way SW, Seattle, WA 98106",98106,Other
2478,HoneyHole Sandwiches,Restaurant,"Restaurant, Bar & grill, Sandwich shop",4.6,2068.0,"HoneyHole Sandwiches, 703 E Pike St, Seattle, WA 98122",98122,Capitol Hill
2479,Original Deli,Restaurant,Restaurant,4.8,178.0,"Original Deli, 1215 4th Ave # A-B, Seattle, WA 98161",98161,Other
2480,Bauhaus Capitol Hill,Coffee shop,Coffee shop,4.4,43.0,"Bauhaus Capitol Hill, 515 Harvard Ave E #121, Seattle, WA 98102",98102,Capitol Hill
2481,The Masonry,Bar,"Bar, Pizza restaurant",4.6,787.0,"The Masonry, 20 Roy St, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2484,New China Express,Chinese restaurant,"Chinese restaurant, Delivery Restaurant, Seafood restaurant",4.4,144.0,"New China Express, 2809 Thorndyke Ave W #2986, Seattle, WA 98199",98199,Other
2485,Artisan Cafe,Cafe,"Cafe, Coffee shop, Takeout Restaurant, Sandwich shop",4.6,206.0,"Artisan Cafe, 2523 5th Ave, Seattle, WA 98121",98121,Belltown
2486,Pig Iron Burger Shack,Hamburger restaurant,"Hamburger restaurant, Bar & grill",4.5,174.0,"Pig Iron Burger Shack, 5602 1st Ave S, Seattle, WA 98108",98108,Other
2487,Magic Dragon,Chinese restaurant,"Chinese restaurant, Restaurant",4.6,514.0,"Magic Dragon, 1827 15th Ave W #A10, Seattle, WA 98119",98119,Other
2489,Thai Siam Restaurant,Thai restaurant,"Thai restaurant, Restaurant",4.5,752.0,"Thai Siam Restaurant, 8305 15th Ave NW, Seattle, WA 98117",98117,Other
2491,Korean Bamboo,Korean restaurant,"Korean restaurant, Restaurant",4.4,804.0,"Korean Bamboo, 2236 3rd Ave, Seattle, WA 98121",98121,Belltown
2494,Thai Fusion Bistro,Thai restaurant,"Thai restaurant, Restaurant",3.8,252.0,"Thai Fusion Bistro, 323 NE Thornton Pl, Seattle, WA 98125",98125,Northgate
2496,TRACE Market,Restaurant,"Restaurant, Bar, Lounge, Wine bar",4.1,211.0,"TRACE Market, 1112 4th Ave, Seattle, WA 98101",98101,Downtown
2498,Fresh Flours South Lake Union,Coffee shop,"Coffee shop, Bakery",4.5,299.0,"Fresh Flours South Lake Union, 432 8th Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2499,Vito's,Italian restaurant,Italian restaurant,4.5,822.0,"Vito's, 927 9th Ave, Seattle, WA 98104",98104,Chinatown
2501,Diane's Market Kitchen,Culinary school,Culinary school,5.0,27.0,"Diane's Market Kitchen, 1101 Post Ave, Seattle, WA 98101",98101,Downtown
2502,Bites of Bangkok,Thai restaurant,"Thai restaurant, Cocktail bar, Takeout Restaurant",4.3,227.0,"Bites of Bangkok, 340 15th Ave E #201, Seattle, WA 98112",98112,Capitol Hill
2506,Porchlight Coffee & Records,Coffee shop,"Coffee shop, Record store",4.4,187.0,"Porchlight Coffee & Records, 1517 14th Ave, Seattle, WA 98122",98122,Capitol Hill
2507,FlintCreek Cattle Co,New American restaurant,"New American restaurant, Restaurant",4.6,1307.0,"FlintCreek Cattle Co, 8421 Greenwood Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
2508,Tammy's Deli & Bakery,Deli,"Deli, Bakery",3.6,256.0,"Tammy's Deli & Bakery, Parking lot, 7101 Martin Luther King Jr Way S, Seattle, WA 98118",98118,Other
2509,Kaffeeklatsch Seattle,Bakery,"Bakery, Cafe, Coffee shop, German restaurant, Pretzel store",4.5,733.0,"Kaffeeklatsch Seattle, 12513 Lake City Way NE H, Seattle, WA 98125",98125,Northgate
2510,Woodland Coffee,Coffee shop,Coffee shop,4.7,303.0,"Woodland Coffee, 1417 NW 54th St #101, Seattle, WA 98107",98107,Ballard
2511,Soup & Ladle,Soup restaurant,"Soup restaurant, Sandwich shop",3.8,12.0,"Soup & Ladle, 701 5th Ave #114, Seattle, WA 98104",98104,Chinatown
2513,The Scene in South Park,Coffee shop,"Coffee shop, Cafe",4.7,441.0,"The Scene in South Park, 1249 S Cloverdale St, Seattle, WA 98108",98108,Other
2514,Sunny Teriyaki #9,Japanese restaurant,"Japanese restaurant, Asian restaurant",4.2,65.0,"Sunny Teriyaki #9, 13754 Aurora Ave N, Seattle, WA 98133",98133,Bitter Lake
2516,Potbelly,Sandwich shop,"Sandwich shop, Beverage distributor, Caterer, Deli, Lunch restaurant, Restaurant supply store",4.0,365.0,"Potbelly, 2030 6th Ave, Seattle, WA 98121",98121,Belltown
2518,Van Gogh Coffeehouse,Cafe,Cafe,4.6,241.0,"Van Gogh Coffeehouse, 8210 35th Ave NE, Seattle, WA 98115",98115,Other
2519,Nate's Wings & Waffles,American restaurant,"American restaurant, Restaurant",4.2,525.0,"Nate's Wings & Waffles, 1224 E Jefferson St, Seattle, WA 98122",98122,Capitol Hill
2521,Salvadorean Bakery and Restaurant Inc.,Salvadoran restaurant,"Salvadoran restaurant, Bakery, Breakfast restaurant, Restaurant, Wholesale bakery",4.0,776.0,"Salvadorean Bakery and Restaurant Inc., 1719 SW Roxbury St, Seattle, WA 98106",98106,Other
2522,Cafe Con Leche,Cuban restaurant,"Cuban restaurant, Latin American restaurant, Restaurant",4.6,512.0,"Cafe Con Leche, 2901 1st Ave S, Seattle, WA 98134",98134,Other
2525,Twenty20 Mad Apartments,Apartment complex,Apartment complex,4.1,52.0,"Twenty20 Mad Apartments, 2020 E Madison St, Seattle, WA 98122",98122,Capitol Hill
2526,Lola,Greek restaurant,"Greek restaurant, Breakfast restaurant, Brunch restaurant, Mediterranean restaurant",4.4,3610.0,"Lola, 2000 B 4th Ave, Seattle, WA 98121",98121,Belltown
2527,Maritime Pacific Brewing Company,Brewery,"Brewery, Brewpub",4.5,40.0,"Maritime Pacific Brewing Company, 1111 NW Ballard Way, Seattle, WA 98107",98107,Ballard
2528,Union Saloon,American restaurant,"American restaurant, Bar",4.7,357.0,"Union Saloon, 3645 Wallingford Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
2529,Beacon Grill,American restaurant,"American restaurant, Bar",4.2,114.0,"Beacon Grill, 4101 Beacon Ave S, Seattle, WA 98108",98108,Other
2531,Jose's Taqueria,Mexican restaurant,Mexican restaurant,4.0,87.0,"Jose's Taqueria, 12334 Lake City Way NE, Seattle, WA 98125",98125,Northgate
2533,Frank's Oyster House & Champagne Parlor,New American restaurant,"New American restaurant, Bar, Cocktail bar, Hamburger restaurant, Restaurant, Seafood restaurant",4.4,364.0,"Frank's Oyster House & Champagne Parlor, 2616 NE 55th St, Seattle, WA 98105",98105,University District
2535,The Swinery,Butcher shop,"Butcher shop, Takeout Restaurant",4.7,242.0,"The Swinery, 3207 California Ave SW, Seattle, WA 98116",98116,Other
2536,The Whale Wins,Small plates restaurant,"Small plates restaurant, Bar, Cafe, Coffee shop, Restaurant, Wine store",4.4,599.0,"The Whale Wins, 3506 Stone Way N, Seattle, WA 98103",98103,Fremont/Wallingford
2537,Fremont Brewing's Urban Beer Garden,Brewery,"Brewery, Beer garden, Beer hall, Beer store",4.7,1818.0,"Fremont Brewing's Urban Beer Garden, 1050 N 34th St, Seattle, WA 98103",98103,Fremont/Wallingford
2538,Bateau,Steak house,"Steak house, Restaurant",4.5,703.0,"Bateau, 1040 E Union St, Seattle, WA 98122",98122,Capitol Hill
2539,Jude's,Restaurant,Restaurant,4.6,325.0,"Jude's, 9252 57th Ave S, Seattle, WA 98118",98118,Other
2542,Wann Japanese Izakaya,Japanese restaurant,"Japanese restaurant, Bar, Izakaya restaurant, Ramen restaurant",4.4,840.0,"Wann Japanese Izakaya, 2020 2nd Ave, Seattle, WA 98121",98121,Belltown
2543,Genghis Khan Restaurant,Chinese restaurant,"Chinese restaurant, Asian fusion restaurant, Asian restaurant, Restaurant, Sichuan restaurant",3.3,270.0,"Genghis Khan Restaurant, 82 Stewart St, Seattle, WA 98101",98101,Downtown
2545,Bell Harbor Marina,Marina,Marina,4.6,235.0,"Bell Harbor Marina, 2203 Alaskan Wy, Seattle, WA 98121",98121,Belltown
2546,Palermo Pizza & Pasta Capitol Hill,Pizza restaurant,"Pizza restaurant, Caterer, Italian restaurant, Takeout Restaurant, Pizza delivery, Pizza Takeout",4.2,551.0,"Palermo Pizza & Pasta Capitol Hill, 350 15th Ave E, Seattle, WA 98112",98112,Capitol Hill
2547,Coffee Tree,Coffee shop,"Coffee shop, Bakery, Bubble tea store, Lunch restaurant, Sandwich shop",4.4,221.0,"Coffee Tree, 905 8th Ave, Seattle, WA 98104",98104,Chinatown
2548,Taco Bell,Fast food restaurant,"Fast food restaurant, Breakfast restaurant, Burrito restaurant, Lunch restaurant, Takeout Restaurant, Mexican restaurant, Restaurant, Taco restaurant, Tex-Mex restaurant, Vegetarian restaurant",3.6,335.0,"Taco Bell, 9401 Rainier Ave S, Seattle, WA 98118",98118,Other
2549,Miner's Landing Pier 57 Seattle,Amusement center,"Amusement center, Bakery, Event venue, Ferris wheel, Food court, Ice cream shop, Photo booth, Recreation center, Seafood restaurant, Video arcade",4.5,943.0,"Miner's Landing Pier 57 Seattle, 1301 Alaskan Wy, Seattle, WA 98101",98101,Downtown
2550,San Fermo,Italian restaurant,Italian restaurant,4.4,837.0,"San Fermo, 5341 Ballard Ave NW, Seattle, WA 98107",98107,Ballard
2551,Thirsty Fish,Bar & grill,Bar & grill,4.5,325.0,"Thirsty Fish, 9041 Holman Rd NW, Seattle, WA 98117",98117,Other
2552,Mammoth,Sandwich shop,"Sandwich shop, Gastropub, Restaurant",4.5,688.0,"Mammoth, 220 Mercer St, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2554,San Patricio Events,Mexican restaurant,"Mexican restaurant, Restaurant",3.9,415.0,"San Patricio Events, 1914 Post Alley, Seattle, WA 98101",98101,Downtown
2555,The Olive and Grape,Turkish restaurant,"Turkish restaurant, Italian restaurant, Mediterranean restaurant",4.5,341.0,"The Olive and Grape, 8516 Greenwood Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
2556,Harbor Place Condos,Condominium complex,Condominium complex,4.4,7.0,"Harbor Place Condos, 3318 30th Ave SW UNIT A, Seattle, WA 98126",98126,Other
2557,Nordstrom Ebar Artisan Coffee,Coffee shop,Coffee shop,4.6,5.0,"Nordstrom Ebar Artisan Coffee, 401 NE Northgate Way, Seattle, WA 98125",98125,Northgate
2560,Sen Noodle Bar,Noodle shop,"Noodle shop, Southeast Asian restaurant, Thai restaurant",4.6,406.0,"Sen Noodle Bar, 2307 NW Market St, Seattle, WA 98107",98107,Ballard
2561,Fresh Flours West Seattle,Bakery,"Bakery, Coffee shop",4.7,546.0,"Fresh Flours West Seattle, 9410 Delridge Way SW, Seattle, WA 98106",98106,Other
2562,West of Chicago Pizza Company,Pizza restaurant,"Pizza restaurant, Sandwich shop",4.7,301.0,"West of Chicago Pizza Company, 3770 SW Alaska St, Seattle, WA 98126",98126,Other
2565,Jibe Espresso Bar,Espresso bar,Espresso bar,4.3,171.0,"Jibe Espresso Bar, 7001 Seaview Ave NW #170, Seattle, WA 98117",98117,Other
2569,Bounty Kitchen,American restaurant,"American restaurant, Restaurant",4.4,635.0,"Bounty Kitchen, 7 Boston St, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2571,The Pike Brewing Company,Brewpub,"Brewpub, American restaurant, Bar, Brewery, Family restaurant, Lunch restaurant",4.3,1727.0,"The Pike Brewing Company, 1415 1st Ave, Seattle, WA 98101",98101,Downtown
2573,Jimmy's On First,Restaurant,"Restaurant, Bar",4.0,516.0,"Jimmy's On First, 1046 1st Ave S, Seattle, WA 98134",98134,Other
2574,Art of the Table,Pacific Northwest restaurant (US),"Pacific Northwest restaurant (US), American restaurant, Bar, Restaurant",4.5,500.0,"Art of the Table, 3801 Stone Way N Suite A, Seattle, WA 98103",98103,Fremont/Wallingford
2576,Single Shot,New American restaurant,"New American restaurant, Bar, Restaurant",4.6,482.0,"Single Shot, 611 Summit Ave E, Seattle, WA 98102",98102,Capitol Hill
2580,The Alley Korean Restaurant,Korean restaurant,Korean restaurant,3.9,138.0,"The Alley Korean Restaurant, 4129 University Way NE, Seattle, WA 98105",98105,University District
2581,Premier Meat Pies,Pie shop,"Pie shop, Fast food restaurant, Lunch restaurant",3.9,155.0,"Premier Meat Pies, Armory, 305 Harrison St, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2582,Cafe Javasti,Coffee shop,"Coffee shop, Creperie",4.6,540.0,"Cafe Javasti, 8617 35th Ave NE, Seattle, WA 98115",98115,Other
2583,Evergreens,Restaurant,"Restaurant, Health food restaurant, Salad shop",4.2,13.0,"Evergreens, 701 5th Ave #212, Seattle, WA 98104",98104,Chinatown
2584,Cheese Meats Bread,Sandwich shop,Sandwich shop,4.2,70.0,"Cheese Meats Bread, 604 5th Ave S, Seattle, WA 98104",98104,Chinatown
2585,Lucky Chinese Restaurant,Chinese restaurant,"Chinese restaurant, Restaurant",4.4,246.0,"Lucky Chinese Restaurant, 5807 4th Ave S, Seattle, WA 98108",98108,Other
2587,Pho Hiho,Vietnamese restaurant,"Vietnamese restaurant, Pho restaurant",4.1,164.0,"Pho Hiho, 5963 Corson Ave S, Seattle, WA 98108",98108,Other
2588,Umi Sake House,Sushi restaurant,"Sushi restaurant, Bar, Restaurant",4.6,3819.0,"Umi Sake House, 2230 1st Ave, Seattle, WA 98121",98121,Belltown
2589,Chung Chun Rice Dog,Hot dog restaurant,"Hot dog restaurant, Donut shop, Restaurant",4.6,886.0,"Chung Chun Rice Dog, 502 S King St, Seattle, WA 98104",98104,Chinatown
2590,Fonda La Catrina,Mexican restaurant,"Mexican restaurant, Bar",4.4,2777.0,"Fonda La Catrina, 5905 Airport Way S, Seattle, WA 98108",98108,Other
2591,Little Thai Restaurant,Thai restaurant,"Thai restaurant, Restaurant",4.2,397.0,"Little Thai Restaurant, 4142 Brooklyn Ave NE #105, Seattle, WA 98105",98105,University District
2593,Harbor City Restaurant,Dim sum restaurant,"Dim sum restaurant, Barbecue restaurant, Diner, Restaurant",4.3,2607.0,"Harbor City Restaurant, 707 S King St, Seattle, WA 98104",98104,Chinatown
2594,Amazing Thai Cuisine,Thai restaurant,"Thai restaurant, Asian restaurant, Southeast Asian restaurant",4.7,713.0,"Amazing Thai Cuisine, 5210 Roosevelt Way NE, Seattle, WA 98105",98105,University District
2595,Kanak Indian cuisine,Indian restaurant,"Indian restaurant, Caterer, Family restaurant, Fine dining restaurant, Takeout Restaurant",4.2,769.0,"Kanak Indian cuisine, 2211 4th Ave, Seattle, WA 98121",98121,Belltown
2596,Julia's in Wallingford,American restaurant,"American restaurant, Breakfast restaurant, Family restaurant, Organic restaurant",4.3,603.0,"Julia's in Wallingford, 4401 Wallingford Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
2597,Art Marble 21,Bar,"Bar, Brunch restaurant, Event venue, Restaurant",4.1,1719.0,"Art Marble 21, 731 Westlake Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2599,Cherry Street Thai,Thai restaurant,"Thai restaurant, Takeout Restaurant",4.5,321.0,"Cherry Street Thai, 2724 E Cherry St, Seattle, WA 98122",98122,Capitol Hill
2601,Fresh Flours Beacon Hill,Coffee shop,"Coffee shop, Bakery",4.6,476.0,"Fresh Flours Beacon Hill, 1624 S McClellan St, Seattle, WA 98144",98144,Other
2602,Menchie's Admiral,Frozen yogurt shop,"Frozen yogurt shop, Caterer, Children's party service, Dessert restaurant, Dessert shop, Ice cream shop, Kosher restaurant",4.1,188.0,"Menchie's Admiral, 2620 California Ave SW UNIT 400, Seattle, WA 98116",98116,Other
2605,Ohana Belltown,Hawaiian restaurant,"Hawaiian restaurant, Asian restaurant, Bar, Japanese restaurant, Restaurant, Sushi restaurant",4.4,1465.0,"Ohana Belltown, 2207 1st Ave, Seattle, WA 98121",98121,Belltown
2606,Dimension,Apartment complex,Apartment complex,4.2,131.0,"Dimension, 225 Cedar St, Seattle, WA 98121",98121,Belltown
2607,Stellar Pizza,Pizza restaurant,"Pizza restaurant, Cocktail bar",4.2,617.0,"Stellar Pizza, 5513 Airport Way S, Seattle, WA 98108",98108,Other
2608,Chocolate & Ice Cream Delight,Ice cream shop,Ice cream shop,4.0,62.0,"Chocolate & Ice Cream Delight, 1918 Pike Pl, Seattle, WA 98101",98101,Downtown
2610,Starbucks,Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Coffee store, Espresso bar, Internet cafe",3.9,76.0,"Starbucks, 621 2nd Ave, Seattle, WA 98104",98104,Chinatown
2611,Tougo Coffee Neighborhood cafe serving wine and beer,Cafe,Cafe,4.6,410.0,"Tougo Coffee Neighborhood cafe serving wine and beer, 860 Yesler Wy, Seattle, WA 98104",98104,Chinatown
2613,Subway,Sandwich shop,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",3.2,130.0,"Subway, 501 Seneca St, Seattle, WA 98101",98101,Downtown
2614,Archipelago,Pacific Northwest restaurant (US),"Pacific Northwest restaurant (US), Fine dining restaurant",4.9,158.0,"Archipelago, 5607 Rainier Ave S, Seattle, WA 98118",98118,Other
2615,Triple Joy ( Old Blackbird Seattle ),Dessert shop,"Dessert shop, Bubble tea store, Coffee shop, Sandwich shop",4.0,100.0,"Triple Joy ( Old Blackbird Seattle ), 11004 NE 11th St Ste108, Bellevue, WA 98004",,Other
2617,NOLITA Italian Food and Wine Restaurant,Italian restaurant,"Italian restaurant, Restaurant",4.6,230.0,"NOLITA Italian Food and Wine Restaurant, 5909 15th Ave NW, Seattle, WA 98107",98107,Ballard
2622,Bistro Shirlee,Restaurant,Restaurant,4.5,60.0,"Bistro Shirlee, 3600 NE 45th St, Seattle, WA 98105",98105,University District
2626,OMEGA OUZERI,Greek restaurant,"Greek restaurant, Mediterranean restaurant, Seafood restaurant, Wine bar",4.6,516.0,"OMEGA OUZERI, 1529 14th Ave, Seattle, WA 98122",98122,Capitol Hill
2627,Anchored Ship Coffee Bar,Coffee shop,"Coffee shop, Wine club",4.4,269.0,"Anchored Ship Coffee Bar, 5308 Ballard Ave NW, Seattle, WA 98107",98107,Ballard
2628,Pink Salt Restaurant & Lounge,Restaurant,"Restaurant, Bar, Lounge, Lunch restaurant, Takeout Restaurant, Peruvian restaurant",4.5,329.0,"Pink Salt Restaurant & Lounge, 3321 W McGraw St, Seattle, WA 98199",98199,Other
2630,Senor Carbon Peruvian Cuisine,Peruvian restaurant,Peruvian restaurant,4.7,330.0,"Senor Carbon Peruvian Cuisine, 625 1st Ave, Seattle, WA 98104",98104,Chinatown
2631,Rain Cafe,Cafe,Cafe,4.2,480.0,"Rain Cafe, 13200 Aurora Ave N suite c, Seattle, WA 98133",98133,Bitter Lake
2632,Taqueria La Fondita,Mexican restaurant,Mexican restaurant,4.4,10.0,"Taqueria La Fondita, 9811 15th Ave SW, Seattle, WA 98106",98106,Other
2633,Boxcar Ale House,Bar,"Bar, Bar & grill, Karaoke bar, Live music venue, Pool hall, Table tennis facility",4.4,446.0,"Boxcar Ale House, 3407 Gilman Ave W, Seattle, WA 98199",98199,Other
2635,Provisions,Cocktail bar,"Cocktail bar, Lounge, Restaurant",4.6,171.0,"Provisions, 2137 2nd Ave, Seattle, WA 98121",98121,Belltown
2636,Tapas Lab,Tapas bar,Tapas bar,4.4,327.0,"Tapas Lab, 7012 Woodlawn Ave NE, Seattle, WA 98115",98115,Other
2637,Marmite Seattle,Restaurant,"Restaurant, Bar, French restaurant",4.3,263.0,"Marmite Seattle, 1424 11th Ave, Seattle, WA 98122",98122,Capitol Hill
2638,Hellbent Brewing Company,Brewery,"Brewery, Bar",4.7,523.0,"Hellbent Brewing Company, 13035 Lake City Way NE, Seattle, WA 98125",98125,Northgate
2643,Natural Medicine of Seattle,Doctor,"Doctor, Medical clinic, Naturopathic practitioner",4.5,42.0,"Natural Medicine of Seattle, 3513 Northeast 45th Street 2 West, Seattle, WA 98105",98105,University District
2644,Saigon Streets,Vietnamese restaurant,Vietnamese restaurant,4.2,82.0,"Saigon Streets, 507 S Weller St, Seattle, WA 98104",98104,Chinatown
2645,The Sitting Room,Bar,"Bar, Cocktail bar, Taco restaurant",4.6,259.0,"The Sitting Room, 108 W Roy St, Seattle, WA 98119",98119,Other
2646,Phocific Standard Time (PST),Bar,"Bar, Cocktail bar",4.7,86.0,"Phocific Standard Time (PST), 1923 7th Ave, Seattle, WA 98101",98101,Downtown
2648,Kimchi House,Korean restaurant,Korean restaurant,4.6,433.0,"Kimchi House, 5809 24th Ave NW, Seattle, WA 98107",98107,Ballard
2649,Restaurant Christine,Pacific Northwest restaurant (US),Pacific Northwest restaurant (US),4.8,188.0,"Restaurant Christine, 2227 N 56th St, Seattle, WA 98103",98103,Fremont/Wallingford
2650,Oma Bap,Korean restaurant,Korean restaurant,4.4,196.0,"Oma Bap, 1640 11th Ave, Seattle, WA 98122",98122,Capitol Hill
2651,Laredo's Grill,Mexican restaurant,"Mexican restaurant, Tex-Mex restaurant",4.3,957.0,"Laredo's Grill, 555 Aloha St, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2652,Pane Pane Sandwiches,Sandwich shop,"Sandwich shop, Deli, Fast food restaurant, Takeout Restaurant",4.6,152.0,"Pane Pane Sandwiches, 304 Union St, Seattle, WA 98101",98101,Downtown
2654,Almanqal Mediterranean Grill,Mediterranean restaurant,"Mediterranean restaurant, Restaurant",4.5,488.0,"Almanqal Mediterranean Grill, 1712 N 45th St, Seattle, WA 98103",98103,Fremont/Wallingford
2657,Gyro & More,Mediterranean restaurant,"Mediterranean restaurant, Greek restaurant, Gyro restaurant, Hamburger restaurant, Pizza restaurant",4.8,365.0,"Gyro & More, 1205 Dexter Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2658,Pomodoro Ristorante Italiano,Italian restaurant,Italian restaurant,4.7,461.0,"Pomodoro Ristorante Italiano, 2366 Eastlake Ave E, Seattle, WA 98102",98102,Capitol Hill
2659,Wild Mountain Cafe,Cafe,"Cafe, Breakfast restaurant",4.6,601.0,"Wild Mountain Cafe, 1408 NW 85th St, Seattle, WA 98117",98117,Other
2662,Tavolata Capitol Hill,Italian restaurant,"Italian restaurant, Restaurant",4.4,625.0,"Tavolata Capitol Hill, 501 E Pike St, Seattle, WA 98122",98122,Capitol Hill
2663,Teasome,Restaurant,Restaurant,4.6,39.0,"Teasome, 6412 Phinney Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
2664,Migoto,Restaurant,"Restaurant, Sushi restaurant",4.6,281.0,"Migoto, 514 12th Ave, Seattle, WA 98122",98122,Capitol Hill
2665,Momiji South Lake Union,Sushi restaurant,Sushi restaurant,4.4,499.0,"Momiji South Lake Union, 731 Bell St, Seattle, WA 98121",98121,Belltown
2669,Chile Pepper,Mexican restaurant,"Mexican restaurant, Latin American restaurant",4.7,275.0,"Chile Pepper, 1427 N 45th St, Seattle, WA 98103",98103,Fremont/Wallingford
2671,Gracia,Mexican restaurant,Mexican restaurant,4.5,765.0,"Gracia, 5313 Ballard Ave NW, Seattle, WA 98107",98107,Ballard
2675,Rookies Sports Bar and Grill,Bar,"Bar, Brunch restaurant, Sports bar",4.4,846.0,"Rookies Sports Bar and Grill, 3820 S Ferdinand St #102, Seattle, WA 98118",98118,Other
2676,Ping's Dumpling House,Dumpling restaurant,"Dumpling restaurant, Chinese noodle restaurant",3.9,428.0,"Ping's Dumpling House, 508 S King St, Seattle, WA 98104",98104,Chinatown
2679,Wild Fish Poke,Poke bar,Poke bar,4.8,108.0,"Wild Fish Poke, 94 Pike St, Seattle, WA 98101",98101,Downtown
2681,Starbucks,Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Coffee store, Espresso bar, Internet cafe",4.4,204.0,"Starbucks, 4101 SW Admiral Way, Seattle, WA 98116",98116,Other
2682,Enat Ethiopian Restaurant,Ethiopian restaurant,"Ethiopian restaurant, African restaurant, East African restaurant, Restaurant",4.5,836.0,"Enat Ethiopian Restaurant, 11546-11552, 11546 15th Ave NE, Seattle, WA 98125",98125,Northgate
2683,Slim's Last Chance,Southern restaurant (US),"Southern restaurant (US), American restaurant, Bar, Bar & grill, Live music venue, Restaurant",4.6,1040.0,"Slim's Last Chance, 5606 1st Ave S, Seattle, WA 98108",98108,Other
2685,Elysian Fields,Sports bar,"Sports bar, Bar, Brewery, Brewpub, Pub, Restaurant",3.8,507.0,"Elysian Fields, 542 1st Ave S, Seattle, WA 98104",98104,Chinatown
2686,Paju,Korean restaurant,Korean restaurant,4.6,386.0,"Paju, 11 Mercer St, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2688,Haymaker,Restaurant,Restaurant,4.4,197.0,"Haymaker, 4706 California Ave SW, Seattle, WA 98116",98116,Other
2691,The Stop,Sandwich shop,"Sandwich shop, Bakery",4.6,97.0,"The Stop, 616 1st Ave, Seattle, WA 98104",98104,Chinatown
2692,Tangerine Tree,Vietnamese restaurant,Vietnamese restaurant,4.3,154.0,"Tangerine Tree, 1430 Harvard Ave, Seattle, WA 98122",98122,Capitol Hill
2693,Bad Albert's Tap & Grill,Bar & grill,"Bar & grill, Bar, Breakfast restaurant, Gastropub, Karaoke bar, Live music venue, Pub, Sports bar",4.3,438.0,"Bad Albert's Tap & Grill, 5100 Ballard Ave NW, Seattle, WA 98107",98107,Ballard
2696,Madison Kitchen,Cafe,"Cafe, Takeout Restaurant, Sandwich shop",4.5,185.0,"Madison Kitchen, 4122 E Madison St, Seattle, WA 98112",98112,Capitol Hill
2698,L'Oursin,French restaurant,"French restaurant, Cocktail bar, Wine bar, Wine store",4.6,363.0,"L'Oursin, 1315 E Jefferson St, Seattle, WA 98122",98122,Capitol Hill
2699,Eltana,Bagel shop,"Bagel shop, Breakfast restaurant, Cafe, Coffee shop, Mediterranean restaurant",4.2,758.0,"Eltana, 3920 Stone Way N, Seattle, WA 98103",98103,Fremont/Wallingford
2701,New Leaf Bistro,Vietnamese restaurant,"Vietnamese restaurant, Pho restaurant, Restaurant",4.3,343.0,"New Leaf Bistro, 2342 California Ave SW, Seattle, WA 98116",98116,Other
2702,Central Cinema,Movie theater,"Movie theater, Pub, Restaurant",4.8,913.0,"Central Cinema, 1411 21st Ave, Seattle, WA 98122",98122,Capitol Hill
2704,Urban Luxe Cafe,Coffee shop,"Coffee shop, Cafe, Lunch restaurant, Mediterranean restaurant",4.8,226.0,"Urban Luxe Cafe, 6105a Roosevelt Way NE Suite A, Seattle, WA 98115",98115,Other
2706,Caffe Zingaro,Cafe,"Cafe, Tea and coffee shop",4.7,316.0,"Caffe Zingaro, 127 Mercer St, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2707,Dos Chamucos Taqueria,Mexican restaurant,"Mexican restaurant, Taco restaurant",4.3,306.0,"Dos Chamucos Taqueria, 550 Queen Anne Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
