,Name,Main Tag,Tags,Rating,Num Reviews,Address,Zip Code,Neighborhood
2708,Beloved Mexico,Restaurant,"Restaurant, Mexican restaurant",4.5,2.0,"Beloved Mexico, 4722 Fauntleroy Wy SW, Seattle, WA 98116",98116,Other
2710,Old Stove Brewing Co -- Pike Place,Brewpub,Brewpub,4.5,3890.0,"Old Stove Brewing Co -- Pike Place, 1901 Western Ave, Seattle, WA 98101",98101,Downtown
2711,Paseo,Sandwich shop,"Sandwich shop, Caribbean restaurant, Caterer, Latin American restaurant, Takeout Restaurant, Restaurant",4.5,2214.0,"Paseo, 4225 Fremont Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
2713,Cafe Flora,Vegetarian restaurant,"Vegetarian restaurant, Vegan restaurant",4.5,2364.0,"Cafe Flora, 2901 E Madison St, Seattle, WA 98112",98112,Capitol Hill
2714,Little Tin Goods & Apothecary Cabinet,Cocktail bar,Cocktail bar,4.5,443.0,"Little Tin Goods & Apothecary Cabinet, 5335 Ballard Ave NW, Seattle, WA 98107",98107,Ballard
2715,Caffe Appassionato Coffee Roastery and Tasting Bar,Coffee shop,"Coffee shop, Tea house",4.5,286.0,"Caffe Appassionato Coffee Roastery and Tasting Bar, 4001 21st Ave W, Seattle, WA 98199",98199,Other
2716,Skal Beer Hall,Restaurant,"Restaurant, Bar, Beer hall, Scandinavian restaurant",4.6,890.0,"Skal Beer Hall, 5429 Ballard Ave NW, Seattle, WA 98107",98107,Ballard
2717,Rocket Taco,Restaurant,"Restaurant, Bar, Mexican restaurant, Taco restaurant",4.5,558.0,"Rocket Taco, 602 19th Ave E, Seattle, WA 98112",98112,Capitol Hill
2722,Sisters European Cafe,Sandwich shop,"Sandwich shop, Breakfast restaurant, Mediterranean restaurant",3.1,209.0,"Sisters European Cafe, 1530 Post Alley, Seattle, WA 98101",98101,Downtown
2724,Matcha Man Ice Cream & Taiyaki,Ice cream shop,"Ice cream shop, Cafe",4.6,272.0,"Matcha Man Ice Cream & Taiyaki, 6014 12th Ave S, Seattle, WA 98108",98108,Other
2725,Veraci Pizza Wedgwood,Pizza restaurant,"Pizza restaurant, Pizza Takeout, Restaurant",4.4,245.0,"Veraci Pizza Wedgwood, 7320 35th Ave NE, Seattle, WA 98115",98115,Other
2726,Marine Hardware,Italian restaurant,Italian restaurant,4.6,94.0,"Marine Hardware, 4741 Ballard Ave NW, Seattle, WA 98107",98107,Ballard
2728,Buffalo Wild Wings,Chicken wings restaurant,"Chicken wings restaurant, American restaurant, Bar & grill, Takeout Restaurant, Restaurant, Sports bar",3.6,1805.0,"Buffalo Wild Wings, 1624 4th Ave, Seattle, WA 98101",98101,Downtown
2729,Jackson Street Pizza Lounge,Pizza restaurant,Pizza restaurant,4.8,73.0,"Jackson Street Pizza Lounge, 2901 S Jackson St, Seattle, WA 98144",98144,Other
2731,Dessert Works,Dessert shop,"Dessert shop, Bakery",4.6,45.0,"Dessert Works, 6116 Phinney Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
2733,Black Coffee Northwest Cafe,Cafe,Cafe,4.8,393.0,"Black Coffee Northwest Cafe, 2300 S Jackson St, Seattle, WA 98144",98144,Other
2737,Ivar's Acres of Clams,Seafood restaurant,"Seafood restaurant, Fine dining restaurant, Restaurant",4.4,7577.0,"Ivar's Acres of Clams, 1001 Alaskan Wy Ste. 102, Seattle, WA 98104",98104,Chinatown
2741,Calluna,Live music venue,"Live music venue, European restaurant, Jazz club",4.8,54.0,"Calluna, 5628 University Way NE, Seattle, WA 98105",98105,University District
2743,Hudson,New American restaurant,"New American restaurant, Bar, Breakfast restaurant, Cocktail bar, Restaurant",4.5,1078.0,"Hudson, 5000 E Marginal Way S, Seattle, WA 98134",98134,Other
2746,Sip and Ship,Shipping and mailing service,"Shipping and mailing service, Coffee shop, Gift shop, Mailbox rental service, Notary public, Virtual office rental",4.5,125.0,"Sip and Ship, 1752 NW Market St, Seattle, WA 98107",98107,Ballard
2747,Maneki Restaurant,Japanese restaurant,"Japanese restaurant, Restaurant",4.6,922.0,"Maneki Restaurant, 304 6th Ave S, Seattle, WA 98104",98104,Chinatown
2749,Revolver Bar,Bar,"Bar, Night club, Restaurant",4.4,323.0,"Revolver Bar, 1514 E Olive Wy, Seattle, WA 98122",98122,Capitol Hill
2750,Palermo-Ballard,Italian restaurant,"Italian restaurant, Pizza restaurant",4.5,559.0,"Palermo-Ballard, 2005 NW Market St, Seattle, WA 98107",98107,Ballard
2752,Zeeks Pizza,Pizza restaurant,"Pizza restaurant, Family restaurant, Italian restaurant, Pizza delivery, Pizza Takeout, Restaurant",4.2,395.0,"Zeeks Pizza, 6000 Phinney Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
2753,7-Eleven,Convenience store,Convenience store,2.4,105.0,"7-Eleven, 362 Denny Wy, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2754,Subway,Sandwich shop,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",3.7,82.0,"Subway, 18002 15th Ave NE Suite A, Seattle, WA 98155",98155,Other
2755,El Ranchon Family Mexican Restaurant,Mexican restaurant,Mexican restaurant,4.5,375.0,"El Ranchon Family Mexican Restaurant, 3416 W McGraw St, Seattle, WA 98199",98199,Other
2757,El Gaucho,Steak house,"Steak house, Argentinian restaurant, Bar, Gluten-free restaurant, Live music venue, Seafood restaurant, Vegetarian restaurant",4.6,1638.0,"El Gaucho, 2200 Western Ave Ste. 101, Seattle, WA 98121",98121,Belltown
2758,Rosebay Cocktail Bar,Cocktail bar,Cocktail bar,2.0,2.0,"Rosebay Cocktail Bar, 1000 1st Ave, Seattle, WA 98104",98104,Chinatown
2760,Craft Bar + Kitchen,Bar,Bar,3.6,33.0,"Craft Bar + Kitchen, 1821 Boren Ave, Seattle, WA 98101",98101,Downtown
2761,Nikko Teriyaki,Asian restaurant,Asian restaurant,4.5,301.0,"Nikko Teriyaki, 4710 42nd Ave SW, Seattle, WA 98116",98116,Other
2762,Pancita at Pair,Mexican restaurant,"Mexican restaurant, Restaurant",4.5,249.0,"Pancita at Pair, 5501 30th Ave NE, Seattle, WA 98105",98105,University District
2766,Eight Bells Winery,Winery,"Winery, Tourist attraction",5.0,29.0,"Eight Bells Winery, 6213 Roosevelt Way NE B, Seattle, WA 98115",98115,Other
2767,Subway,Sandwich shop,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",3.3,144.0,"Subway, 100 4th Ave N Suite 120, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2769,Herkimer Coffee,Coffee shop,"Coffee shop, Coffee roasters",4.7,552.0,"Herkimer Coffee, 7320 Greenwood Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
2772,Agua Verde Cafe,Restaurant,"Restaurant, Cafe, Mexican restaurant",4.3,1452.0,"Agua Verde Cafe, 1303 NE Boat St, Seattle, WA 98105",98105,University District
2775,Maggie Bluffs,American restaurant,"American restaurant, Seafood restaurant, Steak house",4.2,652.0,"Maggie Bluffs, 2601 W Marina Pl, Seattle, WA 98199",98199,Other
2779,Trinity Market,Grocery store,Grocery store,4.5,305.0,"Trinity Market, 4301 Roosevelt Way NE, Seattle, WA 98105",98105,University District
2780,Merchant's Cafe and Saloon,Bar,Bar,4.3,572.0,"Merchant's Cafe and Saloon, 109 Yesler Wy, Seattle, WA 98104",98104,Chinatown
2781,Johnny Mo's Pizzeria,Pizza restaurant,"Pizza restaurant, Italian restaurant",4.6,317.0,"Johnny Mo's Pizzeria, 3272 Fuhrman Ave E Suite 100, Seattle, WA 98102",98102,Capitol Hill
2783,Spinnaker Bay Brewing,Brewery,Brewery,4.8,15.0,"Spinnaker Bay Brewing, 5718 Rainier Ave S, Seattle, WA 98118",98118,Other
2784,McDonald's,Fast food restaurant,"Fast food restaurant, Breakfast restaurant, Coffee shop, Hamburger restaurant, Restaurant, Sandwich shop",3.4,1752.0,"McDonald's, 2401 4th Ave S, Seattle, WA 98134",98134,Other
2785,Captain Blacks,Cocktail bar,Cocktail bar,4.4,635.0,"Captain Blacks, 129 Belmont Ave E, Seattle, WA 98102",98102,Capitol Hill
2789,Pop Pop Thai Street Food,Thai restaurant,Thai restaurant,4.4,597.0,"Pop Pop Thai Street Food, 13242 Aurora Ave N UNIT 104, Seattle, WA 98133",98133,Bitter Lake
2794,McDonald's,Fast food restaurant,"Fast food restaurant, Breakfast restaurant, Coffee shop, Hamburger restaurant, Restaurant, Sandwich shop",3.6,1950.0,"McDonald's, 2147 N Northgate Way, Seattle, WA 98133",98133,Bitter Lake
2795,7-Eleven,Convenience store,Convenience store,4.2,36.0,"7-Eleven, 3801 California Ave SW, Seattle, WA 98116",98116,Other
2796,Thai Recipe Restaurant,Thai restaurant,Thai restaurant,4.4,356.0,"Thai Recipe Restaurant, 2609 S McClellan St, Seattle, WA 98144",98144,Other
2799,The Athenian Seafood Restaurant and Bar,Seafood restaurant,Seafood restaurant,4.4,1707.0,"The Athenian Seafood Restaurant and Bar, 1517 Pike Pl, Seattle, WA 98101",98101,Downtown
2801,Viva Mexico,Mexican restaurant,"Mexican restaurant, Restaurant",4.4,793.0,"Viva Mexico, 10601 16th Ave SW, Seattle, WA 98146",98146,Other
2804,Harissa Mediterranean Cuisine,Lebanese restaurant,"Lebanese restaurant, Caterer, Event venue, Greek restaurant, Italian restaurant, Mediterranean restaurant, Turkish restaurant",4.3,296.0,"Harissa Mediterranean Cuisine, 2255 NE 65th St, Seattle, WA 98115",98115,Other
2805,Moonshot Coffee,Coffee shop,Coffee shop,4.8,252.0,"Moonshot Coffee, 9622 16th Ave SW, Seattle, WA 98106",98106,Other
2807,Mochinut South Lake Union,Donut shop,"Donut shop, Bubble tea store, Hot dog stand",4.4,359.0,"Mochinut South Lake Union, 400 Fairview Ave N #110, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2808,KFC,Chicken restaurant,"Chicken restaurant, Fast food restaurant",3.4,319.0,"KFC, 2201 4th Ave S, Seattle, WA 98134",98134,Other
2809,Peloton Cafe,New American restaurant,"New American restaurant, Bar, Bicycle repair shop, Cafe, Coffee shop, Sporting goods store",4.8,451.0,"Peloton Cafe, 1224 E Jefferson St, Seattle, WA 98122",98122,Capitol Hill
2813,Olaf's,Bar & grill,"Bar & grill, Bar, Restaurant",4.6,471.0,"Olaf's, 6301 24th Ave NW, Seattle, WA 98107",98107,Ballard
2815,Urara Japanese Cuisine,Authentic Japanese restaurant,"Authentic Japanese restaurant, Restaurant, Sushi restaurant",4.3,281.0,"Urara Japanese Cuisine, 82 Stewart St, Seattle, WA 98101",98101,Downtown
2818,Mirch Masala Indian Food Restaurant,North Eastern Indian restaurant,"North Eastern Indian restaurant, Delivery service, Indian takeaway",3.9,605.0,"Mirch Masala Indian Food Restaurant, 213 Broadway E, Seattle, WA 98102",98102,Capitol Hill
2821,Brewtop Social,Beer garden,Beer garden,3.9,287.0,"Brewtop Social, 17801 International Blvd #1-MZ, Seattle, WA 98158",98158,Other
2822,Kate's Pub,Pub,"Pub, Restaurant",4.6,612.0,"Kate's Pub, 309 NE 45th St, Seattle, WA 98105",98105,University District
2825,Varsity Inn Restaurant,American restaurant,"American restaurant, Restaurant",4.5,396.0,"Varsity Inn Restaurant, 1801 N 34th St, Seattle, WA 98103",98103,Fremont/Wallingford
2826,Salumi,Sandwich shop,"Sandwich shop, Catering food and drink supplier, Charcuterie, Deli, Italian restaurant, Meat products store, Restaurant",4.7,1247.0,"Salumi, 404 Occidental Ave S, Seattle, WA 98104",98104,Chinatown
2827,Light Sleeper,Wine bar,Wine bar,3.6,75.0,"Light Sleeper, 1424 11th Ave Suite D, Seattle, WA 98122",98122,Capitol Hill
2828,Panwa Thai Seattle,Thai restaurant,Thai restaurant,4.2,216.0,"Panwa Thai Seattle, 812 12th Ave, Seattle, WA 98122",98122,Capitol Hill
2829,Kona Kitchen - Seattle,Hawaiian restaurant,"Hawaiian restaurant, American restaurant, Asian restaurant, Breakfast restaurant, Family restaurant, Japanese restaurant, Restaurant",4.6,1878.0,"Kona Kitchen - Seattle, 8501 5th Ave NE, Seattle, WA 98115",98115,Other
2830,Sushi Kashiba,Sushi restaurant,"Sushi restaurant, Asian restaurant, Japanese restaurant",4.7,1660.0,"Sushi Kashiba, 86 Pine St Suite #1, Seattle, WA 98101",98101,Downtown
2831,Sunlight Cafe,Vegetarian restaurant,"Vegetarian restaurant, Gluten-free restaurant, Vegan restaurant",4.6,621.0,"Sunlight Cafe, 6404 9th Ave NE Suite 100, Seattle, WA 98115",98115,Other
2832,Kricket Club,Modern Indian restaurant,Modern Indian restaurant,4.2,498.0,"Kricket Club, 2404 NE 65th St, Seattle, WA 98115",98115,Other
2833,Zeeks Pizza,Pizza restaurant,"Pizza restaurant, Bar & grill, Delivery service, Delivery Restaurant, Pizza delivery, Pizza Takeout, Restaurant",4.3,376.0,"Zeeks Pizza, 1915 Queen Anne Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2834,Redhook Brewlab,Bar,"Bar, Beer hall, Brewery, Brewpub, Gastropub, Live music venue, Pizza restaurant, Pub, Sports bar",4.2,508.0,"Redhook Brewlab, Pike Motorworks Building, 714 E Pike St, Seattle, WA 98122",98122,Capitol Hill
2836,Seasoned in Seattle,Catering food and drink supplier,"Catering food and drink supplier, Caterer",4.8,20.0,"Seasoned in Seattle, 5619 Martin Luther King Jr Way S, Seattle, WA 98118",98118,Other
2837,Lottie's Lounge,Bar,"Bar, Restaurant",4.5,449.0,"Lottie's Lounge, 4900 Rainier Ave S, Seattle, WA 98118",98118,Other
2839,Ann's Korean BBQ & Teriyaki,Korean restaurant,"Korean restaurant, Asian restaurant",3.9,86.0,"Ann's Korean BBQ & Teriyaki, 2246 NW Market St #4024, Seattle, WA 98107",98107,Ballard
2840,Wedgwood Broiler,Steak house,Steak house,4.2,819.0,"Wedgwood Broiler, 8230 35th Ave NE, Seattle, WA 98115",98115,Other
2841,Pioneer Square D&E,Restaurant,"Restaurant, American restaurant, Brunch restaurant, Chicken shop, Cocktail bar, Fried chicken takeaway",4.3,360.0,"Pioneer Square D&E, 314 2nd Ave S, Seattle, WA 98104",98104,Chinatown
2842,Onda Origins Cafe & Roastery,Coffee shop,Coffee shop,4.7,160.0,"Onda Origins Cafe & Roastery, 5600 Rainier Ave S unit a, Seattle, WA 98118",98118,Other
2845,Nacho Borracho,Mexican restaurant,"Mexican restaurant, Bar",4.2,541.0,"Nacho Borracho, 209 Broadway E, Seattle, WA 98102",98102,Capitol Hill
2847,La Palma Family Mexican Restaurant,Mexican restaurant,"Mexican restaurant, Latin American restaurant, Tex-Mex restaurant",4.4,884.0,"La Palma Family Mexican Restaurant, 3456 15th Ave W, Seattle, WA 98119",98119,Other
2851,Che Dessert,Dessert shop,Dessert shop,4.5,140.0,"Che Dessert, 7101 Martin Luther King Jr Way S #102, Seattle, WA 98118",98118,Other
2852,El Chupacabra Alki,Mexican restaurant,Mexican restaurant,4.4,1616.0,"El Chupacabra Alki, 2620 Alki Ave SW, Seattle, WA 98116",98116,Other
2853,Italian Family Pizza,Pizza restaurant,"Pizza restaurant, Italian restaurant",4.3,965.0,"Italian Family Pizza, 1028 Madison St, Seattle, WA 98104",98104,Chinatown
2855,Starbucks,Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Coffee store, Espresso bar, Internet cafe",4.4,394.0,"Starbucks, 515 Westlake Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2856,Old Salt Fish and Bagel - Fremont,Restaurant,Restaurant,4.5,106.0,"Old Salt Fish and Bagel - Fremont, 3621 Stone Way N, Seattle, WA 98103",98103,Fremont/Wallingford
2861,McCaw Hall,Live music venue,"Live music venue, Auditorium, Performing arts theater",4.7,2242.0,"McCaw Hall, 321 Mercer St, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2862,Simply Desserts,Bakery,"Bakery, Cake shop, Dessert shop",4.1,225.0,"Simply Desserts, Fremont Building, 3421 Fremont Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
2863,Plaza Garibaldi,Mexican restaurant,Mexican restaurant,4.4,1127.0,"Plaza Garibaldi, 129 1st Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2864,Shake Shack South Lake Union,Hamburger restaurant,"Hamburger restaurant, American restaurant, Fast food restaurant, Delivery Restaurant, Takeout Restaurant",3.8,3225.0,"Shake Shack South Lake Union, 2115 Westlake Ave, Seattle, WA 98121",98121,Belltown
2865,Marco Polo Bar & Grill,Sports bar,"Sports bar, Bar, Bar & grill, Chicken restaurant, Karaoke bar",4.5,1064.0,"Marco Polo Bar & Grill, 5613 4th Ave S, Seattle, WA 98108",98108,Other
2866,Sluggers,Bar & grill,"Bar & grill, Restaurant, Sports bar",4.2,841.0,"Sluggers, 538 1st Ave S, Seattle, WA 98104",98104,Chinatown
2867,The Admiral,Condominium complex,Condominium complex,5.0,2.0,"The Admiral, 2331 42nd Ave SW, Seattle, WA 98116",98116,Other
2870,Muse at Benaroya Hall,Pacific Northwest restaurant (US),"Pacific Northwest restaurant (US), Restaurant",4.8,45.0,"Muse at Benaroya Hall, 200 University St, Seattle, WA 98101",98101,Downtown
2871,Starbucks,Coffee shop,"Coffee shop, Cafe, Coffee store, Espresso bar",3.7,67.0,"Starbucks, 1400 6th Ave, Seattle, WA 98101",98101,Downtown
2872,74th St Ale House,American restaurant,"American restaurant, Pub",4.4,536.0,"74th St Ale House, 7401 Greenwood Ave N, Seattle, WA 98103",98103,Fremont/Wallingford
2873,Starbucks,Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Coffee store, Espresso bar, Internet cafe",4.1,342.0,"Starbucks, 13025 Aurora Ave N, Seattle, WA 98133",98133,Bitter Lake
2877,La Rustica,Italian restaurant,"Italian restaurant, Restaurant",4.6,752.0,"La Rustica, 4100 Beach Dr SW, Seattle, WA 98116",98116,Other
2879,UW Medicine Primary Care at Belltown,General practitioner,"General practitioner, Family practice physician",3.6,68.0,"UW Medicine Primary Care at Belltown, 2505 2nd Ave Suite 200, Seattle, WA 98121",98121,Belltown
2881,Connect Lounge,Bar,"Bar, Cocktail bar, Event venue, Lounge, Restaurant",4.7,121.0,"Connect Lounge, 2330 2nd Ave, Seattle, WA 98121",98121,Belltown
2882,El Diablo Coffee Co,Coffee shop,"Coffee shop, Espresso bar, Restaurant",4.6,540.0,"El Diablo Coffee Co, 1825 Queen Anne Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2884,Taproot Cafe & Bar,Restaurant,"Restaurant, Bar, Catering food and drink supplier, Cocktail bar, Sandwich shop",4.6,173.0,"Taproot Cafe & Bar, 4908 Rainier Ave S, Seattle, WA 98118",98118,Other
2885,Athina Grill,Greek restaurant,Greek restaurant,4.3,358.0,"Athina Grill, 528 Queen Anne Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2886,Monkey Grind Espresso Bar,Coffee shop,"Coffee shop, Espresso bar",4.8,232.0,"Monkey Grind Espresso Bar, 518 N 85th St, Seattle, WA 98103",98103,Fremont/Wallingford
2887,Restaurant Meliora & Bar,Restaurant,"Restaurant, Bar, Cocktail bar, Lounge, New American restaurant, Pacific Northwest restaurant (US)",4.1,57.0,"Restaurant Meliora & Bar, 534 15th Ave E, Seattle, WA 98112",98112,Capitol Hill
2890,Empire Roasters & Records,Espresso bar,"Espresso bar, Cafe, Record store",4.6,514.0,"Empire Roasters & Records, 3829 S Edmunds St A, Seattle, WA 98118",98118,Other
2891,Jack's BBQ - SLU,Barbecue restaurant,"Barbecue restaurant, Cocktail bar, Restaurant, Sandwich shop",4.4,605.0,"Jack's BBQ - SLU, 228 9th Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
2893,Starbucks,Coffee shop,"Coffee shop, Cafe, Coffee store, Espresso bar",4.0,101.0,"Starbucks, 1401 2nd Ave, Seattle, WA 98101",98101,Downtown
2896,Pazzo's on Eastlake Restaurant and Bar,Pizza restaurant,"Pizza restaurant, Bar, Cocktail bar, European restaurant, Italian restaurant",4.4,300.0,"Pazzo's on Eastlake Restaurant and Bar, 2307 Eastlake Ave E, Seattle, WA 98102",98102,Capitol Hill
2900,Hot Mama's Pizza,Pizza restaurant,Pizza restaurant,4.4,1283.0,"Hot Mama's Pizza, 700 E Pine St, Seattle, WA 98122",98122,Capitol Hill
2902,Relish Burger Bistro,Restaurant,"Restaurant, Bar, Hamburger restaurant",3.9,460.0,"Relish Burger Bistro, 1900 5th Ave, Seattle, WA 98101",98101,Downtown
2903,Oddfellows Cafe + Bar,Restaurant,"Restaurant, Bar, Cafe",4.4,1461.0,"Oddfellows Cafe + Bar, 1525 10th Ave, Seattle, WA 98122",98122,Capitol Hill
2904,Damoori Kitchen,Lebanese restaurant,"Lebanese restaurant, Cafe, Market",4.8,215.0,"Damoori Kitchen, 3101 W Jameson St, Seattle, WA 98199",98199,Other
2905,Barrio Mexican Kitchen & Bar,Mexican restaurant,"Mexican restaurant, Brunch restaurant, Cocktail bar, Lunch restaurant, Restaurant, Taco restaurant",4.2,1445.0,"Barrio Mexican Kitchen & Bar, 1420 12th Ave, Seattle, WA 98122",98122,Capitol Hill
2908,Conversation,New American restaurant,"New American restaurant, Bar, Brunch restaurant, Event venue, Restaurant, Seafood restaurant, Vegetarian restaurant",4.2,502.0,"Conversation, 110 Stewart St, Seattle, WA 98101",98101,Downtown
2909,Ballard Bridge Cafe,Breakfast restaurant,Breakfast restaurant,3.6,12.0,"Ballard Bridge Cafe, 4609 14th Ave NW #108, Seattle, WA 98107",98107,Ballard
2910,Taste of Xi'an,Chinese restaurant,"Chinese restaurant, Asian fusion restaurant, Asian restaurant, Chinese noodle restaurant, Cold noodle restaurant, Dan Dan noodle restaurant, Delivery Chinese restaurant, Delivery Restaurant, Noodle shop, Restaurant",4.4,1066.0,"Taste of Xi'an, 4523 University Way NE, Seattle, WA 98105",98105,University District
2911,Starbucks,Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Coffee store, Espresso bar, Internet cafe",4.3,294.0,"Starbucks, 2135 Queen Anne Ave N, Seattle, WA 98109",98109,Queen Anne/South Lake Union
